client_id,age,genre,situation_familiale,nb_enfants,csp,region,anciennete_banque_mois,revenu_mensuel,epargne_totale,credits_en_cours,nb_produits_bancaires,utilise_app_mobile,nb_connexions_mois,montant_moyen_transactions,nb_transactions_mois,ratio_depenses_revenus,nb_appels_conseiller_6mois,nb_visites_agence_6mois,recherche_pret_perso_recent,augmentation_epargne_recente,ouverture_compte_epargne_recent,consultation_assurance_vie,simulation_pret_immobilier,variation_revenus_recente,consultation_placements,consultation_pret_pro
CLI_000052,52,H,marie,0,employe,HDF,272,3518.189708060724,26717.811917323917,1,1,1,19,870.213801065319,29,0.8854514155321609,1,0,0,0,0,0,0,0,0,0
CLI_000053,68,F,marie,4,profession_liberale,Occitanie,22,7276.356311275428,20662.044888044275,3,5,1,31,2189.456715659371,29,0.657837513260828,3,1,0,0,0,0,0,0,0,0
CLI_000054,18,H,marie,2,ouvrier,Autre,27,2698.057382318665,198472.3095999586,0,2,1,30,1651.8071593255133,32,0.721933059040677,2,3,0,0,0,0,0,0,0,0
CLI_000055,38,F,marie,3,profession_liberale,Autre,16,4686.208669481004,42239.63544993984,0,3,0,0,504.79271110312015,51,0.7417563870620284,1,0,0,0,0,0,0,1,0,0
CLI_000056,75,F,divorce,0,retraite,Occitanie,167,1929.5238131832393,22285.920344279308,1,2,1,4,937.8771826328099,23,0.6755734186810185,4,3,0,0,0,0,0,0,0,0
CLI_000057,46,F,marie,1,profession_liberale,Autre,29,6650.43186387139,8338.162101919766,1,2,1,17,410.1188679092978,14,0.7041048702276012,1,0,0,0,0,0,0,0,0,0
CLI_000058,45,F,marie,3,ouvrier,IDF,9,2213.5122743892775,31335.50753309315,2,1,1,13,2495.780713331347,37,0.8492159620491954,1,1,0,0,0,0,0,0,0,0
CLI_000059,39,F,celibataire,2,employe,ARA,29,2303.800881891587,8547.542078890914,2,4,1,13,1813.5845872532361,23,0.973198724345308,4,1,0,0,0,0,0,0,0,0
CLI_000060,54,F,marie,2,employe,ARA,50,2140.7224753348546,5814.786992411983,0,2,0,0,2006.8155747600454,53,0.7755276407246082,0,1,0,0,0,1,0,0,0,0
CLI_000061,18,H,marie,2,employe,Autre,35,4257.1142665348325,3345.7309554608746,2,4,1,4,1338.5220839626268,23,0.805665877735031,0,0,0,0,0,0,0,0,0,0
CLI_000062,41,H,divorce,2,ouvrier,Autre,41,1763.9005651304185,2234.011480148828,2,2,0,4,930.4419014616772,13,0.7551463663256108,0,1,0,0,0,0,0,0,0,0
CLI_000063,56,F,divorce,0,employe,Autre,39,2651.747923946082,28672.115688574606,0,4,1,25,348.27653592366465,16,0.7708062331487943,0,1,0,0,0,0,0,0,0,0
CLI_000064,29,H,celibataire,3,ouvrier,ARA,7,1998.5024407974513,13.2066577730974,1,4,1,9,1622.7042171724324,36,0.845007246834399,2,0,0,0,0,0,0,0,0,0
CLI_000065,63,H,veuf,0,profession_liberale,PACA,55,7664.300143686198,106177.94390267791,0,2,1,27,2410.369695903213,22,0.7190876567236314,0,0,0,0,0,0,0,0,0,0
CLI_000066,42,F,marie,2,ouvrier,IDF,73,2239.389556255396,74607.41985849416,0,1,0,5,1592.422066042293,15,0.8129731693094951,1,1,0,0,0,0,0,0,0,0
CLI_000067,51,H,celibataire,1,employe,IDF,30,2617.0166165229516,11729.256224616402,1,2,0,5,1575.2960084694082,36,0.6157732625162988,2,1,0,0,0,0,0,0,0,0
CLI_000068,56,H,celibataire,2,retraite,Autre,7,2241.496736954365,195.1706473961657,0,3,1,0,2973.8292612347914,16,1.0636521351299029,0,0,0,0,0,0,0,0,0,0
CLI_000069,32,H,marie,3,cadre,IDF,60,6550.951230573567,139232.91448757006,0,4,1,0,957.6255217334873,16,0.697014957023216,1,0,0,0,0,0,0,0,0,0
CLI_000070,52,H,marie,2,etudiant,Autre,36,396.50827474666227,1303.2877781811542,1,2,1,25,1549.3493983439985,25,0.6024082738063686,0,0,0,1,0,0,0,0,0,0
CLI_000071,37,H,celibataire,1,retraite,Autre,86,2383.1948033412914,5939.677498549884,2,3,0,1,1540.7635162965187,56,0.6199012630169707,0,0,0,0,1,1,0,0,0,0
CLI_000072,33,H,celibataire,1,employe,IDF,42,2280.80124031459,959.7131040255457,2,2,1,57,2657.229455714804,20,0.7549633476716642,2,0,0,0,0,0,0,0,0,0
CLI_000073,31,F,marie,0,cadre,IDF,120,4313.891501766129,13696.81374940327,2,3,1,13,2790.8512399308515,32,0.7564438048440544,0,2,0,0,0,0,0,0,0,0
CLI_000074,39,H,marie,0,profession_liberale,Autre,127,2137.770933826895,44846.45065147669,0,4,1,9,1170.248672995322,10,0.9429321166545251,0,0,0,0,0,0,0,1,0,0
CLI_000075,30,F,marie,1,retraite,IDF,34,1900.6930940898833,5673.482772125953,0,1,1,13,1258.7533789460902,21,1.1369636364335156,1,0,0,0,0,0,0,0,0,0
CLI_000076,58,F,marie,3,employe,IDF,56,1580.2595187212812,14343.046256406142,0,3,1,21,902.9753576341362,18,0.6585423159652493,0,0,0,0,0,0,0,0,1,0
CLI_000077,42,F,veuf,1,retraite,Autre,340,1217.0414314696359,15628.878509576442,0,3,0,0,1446.4673662461196,24,0.7638638724917235,2,2,0,0,0,0,0,0,1,0
CLI_000078,25,H,celibataire,1,profession_liberale,Autre,78,3793.618052456089,23986.799766505814,3,2,1,15,2219.6764781726233,26,0.9815102550015357,2,2,0,0,0,0,0,0,0,0
CLI_000079,32,H,marie,2,employe,Occitanie,35,2776.9639885369334,5138.283298882792,0,1,1,60,2343.1285768165344,14,0.8306616926479392,2,1,0,0,0,0,0,0,0,0
CLI_000080,47,H,marie,2,ouvrier,Autre,29,2511.8337510815695,40093.43937636994,0,3,0,5,2119.83260716148,42,0.765867110400784,2,2,0,0,0,0,0,0,0,0
CLI_000081,23,F,marie,1,employe,Occitanie,19,2209.931733375568,18586.37929622659,0,2,1,28,1485.4330995829894,50,0.9164215886669455,1,1,0,0,0,0,0,0,1,0
CLI_000082,51,H,marie,0,ouvrier,IDF,26,3120.818675849628,4088.207480178382,0,5,0,3,1447.7944994163156,0,0.8249726684103396,0,2,0,0,0,0,0,0,0,0
CLI_000083,25,F,marie,1,ouvrier,PACA,10,2342.801702908046,5827.911259286736,0,2,1,10,968.3613284664843,10,0.8303184475243767,2,2,0,0,0,0,0,0,0,0
CLI_000084,51,H,celibataire,2,cadre,IDF,26,1970.721769465552,24829.782019711518,0,3,0,0,1601.273023737133,23,0.8430892735134042,3,1,0,0,0,1,0,0,0,0
CLI_000085,34,H,marie,2,cadre,IDF,128,2780.2186127493515,19060.308959095808,0,2,1,29,1314.8788367539062,-1,0.4825661439446784,2,1,0,0,0,0,0,0,0,0
CLI_000086,40,F,divorce,1,cadre,Autre,67,3996.9111025790285,58518.55742403977,1,3,0,1,3457.464422306241,15,0.7613886441392076,5,1,0,0,0,0,0,0,0,0
CLI_000087,42,F,marie,2,cadre,PACA,395,3352.313742737971,125089.64776138609,0,4,1,1,675.672128197821,38,0.7531243837044095,1,0,0,0,1,0,0,0,0,0
CLI_000088,51,F,celibataire,0,employe,ARA,27,1951.5613714786286,24102.850687799397,0,2,0,0,1649.524836191632,0,0.9456104858607914,1,2,0,0,0,0,0,0,0,0
CLI_000089,28,F,marie,0,retraite,IDF,15,1970.9897392915357,1696.4339847385309,0,3,0,1,1385.0618569784365,53,0.6462037950876863,1,0,0,0,0,1,0,0,0,0
CLI_000090,63,H,divorce,0,retraite,Occitanie,10,2244.4626176382226,10419.016671581445,1,4,1,3,1647.236569282637,56,0.6045251951657371,4,1,0,0,0,0,0,0,0,0
CLI_000091,49,F,marie,2,cadre,IDF,115,6279.157040086322,52061.398823548065,1,4,0,2,976.6124906739766,31,0.7861945607597861,0,1,0,0,0,0,0,0,0,0
CLI_000092,43,H,celibataire,1,ouvrier,PACA,72,1382.5000685458156,27866.921840517414,0,2,1,16,758.837313728222,24,0.9195775559998149,1,1,0,0,0,0,0,1,0,0
CLI_000093,40,F,veuf,0,ouvrier,ARA,81,1507.9397724820547,80340.22145101828,0,3,0,4,1425.7687329297623,29,0.7340603891046832,1,0,0,0,0,0,0,0,0,0
CLI_000094,45,F,celibataire,0,profession_liberale,PACA,36,6078.2939768140695,90490.13574881713,2,3,1,31,2301.9276024922256,7,1.1912196436532005,2,2,0,0,0,0,0,0,0,0
CLI_000095,29,F,divorce,1,retraite,Autre,18,2630.664064825396,13902.366670114587,0,3,0,0,1798.8004619239525,51,0.572421464633637,4,1,0,0,0,0,0,0,0,0
CLI_000096,22,F,divorce,0,etudiant,IDF,106,831.8863901522889,1860.801028037757,0,3,0,0,966.6001533862399,20,0.4363285462986508,0,0,0,0,0,0,0,1,0,0
CLI_000097,18,H,divorce,3,employe,Autre,39,2330.327741775398,40510.71187420734,2,4,1,8,476.6014811458591,42,0.5629133025204364,0,0,0,0,0,0,0,0,0,0
CLI_000098,66,H,marie,2,employe,Autre,108,2865.7290870486763,562.1237259484536,0,2,1,37,1096.9626482124156,22,0.8206918342865073,0,0,0,1,0,0,0,0,0,0
CLI_000099,56,F,marie,2,profession_liberale,IDF,121,6582.089545077329,61487.21100093934,0,2,1,8,1909.5521061289633,35,0.8976635279278137,2,0,0,0,0,0,0,0,0,0
CLI_000100,55,H,marie,2,employe,Autre,72,3153.3125911019797,16669.892542526668,0,4,1,30,83.84831936879192,42,0.8124358911011461,2,1,0,0,0,0,0,0,1,1
CLI_000101,37,H,celibataire,0,cadre,ARA,44,8703.435903501013,44498.0530111916,0,2,0,3,1541.8574440799036,19,1.1480870148688869,2,0,0,0,0,0,1,0,0,0
CLI_000102,44,H,marie,1,employe,HDF,39,2277.099633306467,51105.90426902835,0,3,1,4,1286.1082107690816,42,0.7761161365459563,2,0,0,0,0,1,0,0,0,0
CLI_000103,47,F,marie,0,cadre,ARA,88,4401.861462209555,137086.01592272444,0,4,1,39,1163.6410079551758,32,0.9157698232723834,2,2,0,0,0,0,0,1,0,0
CLI_000104,44,F,celibataire,1,employe,IDF,16,2686.0419251419557,14118.384926254745,2,2,0,1,2882.7429435956124,12,1.0337158740013304,3,0,0,0,0,0,0,0,0,0
CLI_000105,52,F,celibataire,4,employe,Autre,59,1628.3031921450429,99.22053047555613,3,3,1,15,35.21448529015565,38,0.6992954068237087,1,1,0,0,0,0,1,0,0,0
CLI_000106,56,F,divorce,2,retraite,Occitanie,8,1823.3547664413252,10989.873593558816,0,3,1,14,2813.8139616189665,33,0.6486337252406028,4,1,0,0,0,1,0,0,0,0
CLI_000107,34,H,celibataire,0,cadre,Autre,22,2397.081173776642,44412.91454952974,0,3,1,45,1820.5449461065934,22,0.7099829340494475,2,1,0,0,0,0,0,0,0,0
CLI_000108,43,H,marie,2,profession_liberale,IDF,46,2173.8138102563576,34323.72825419441,1,1,0,1,789.0794543861354,46,0.43253569659313396,0,1,1,0,0,0,1,0,0,0
CLI_000109,70,F,marie,0,employe,PACA,15,2767.387494643319,18593.901078218638,2,2,1,7,2007.1522204461141,11,1.02326919708817,0,0,0,0,0,1,0,0,0,0
CLI_000110,45,F,marie,2,cadre,IDF,23,5736.973175310006,74603.26423027673,3,1,1,12,957.1464256530884,30,0.606363443320985,0,2,0,1,0,0,1,0,0,0
CLI_000111,49,H,divorce,0,employe,PACA,137,2246.2264845609343,13546.460961213415,0,4,0,1,1360.9366217006395,42,0.6755550859890498,1,1,0,0,0,0,0,0,0,0
CLI_000112,52,F,celibataire,1,cadre,ARA,23,3427.080141073246,17834.62885188325,1,3,1,9,2190.946122058961,10,0.6475196056301342,0,1,0,0,0,0,0,0,0,0
CLI_000113,51,F,celibataire,0,employe,HDF,29,2426.2082913968175,2455.991490300256,0,5,1,20,2086.8448361941505,27,0.7086660700075488,0,2,0,0,0,0,0,0,0,0
CLI_000114,37,F,marie,1,employe,Autre,53,610.9609528469274,378.344418962159,0,2,1,31,0.0,47,0.8108270133083043,2,0,0,0,0,0,0,0,0,0
CLI_000115,48,F,marie,1,retraite,ARA,59,2256.8760100716795,41606.76330124175,1,4,1,4,1510.6070290645414,45,1.0413505228401607,1,1,0,0,0,1,0,0,0,0
CLI_000116,65,H,marie,1,retraite,IDF,80,2134.041565889882,4052.3438822579387,3,3,1,3,1123.545432460665,-12,0.6611321328886888,0,0,0,0,0,0,0,0,0,0
CLI_000117,21,H,divorce,2,employe,Autre,60,2995.9113747251654,28664.990506842703,0,2,1,16,1532.3430089910264,11,0.7479962544466139,0,3,0,0,0,0,0,0,0,0
CLI_000118,48,H,marie,2,etudiant,HDF,83,1436.2287705588233,12212.390880641093,0,2,1,16,947.4895620872948,29,0.582725758599262,2,0,0,0,0,0,0,0,0,0
CLI_000119,45,F,marie,3,employe,IDF,41,2855.8708699079525,14020.50474282976,1,3,1,26,1609.4666599529342,35,0.8605603438505118,4,3,0,0,0,0,0,0,0,0
CLI_000120,29,H,marie,2,retraite,Autre,61,1810.5736681954218,19898.753459965155,0,3,1,4,869.6456213165759,10,0.4619554368990078,4,0,0,0,0,0,0,0,0,0
CLI_000121,61,H,marie,1,cadre,Occitanie,150,5198.305313147846,4579.484712695399,0,3,1,2,2293.3628042832065,48,0.6835180237117577,1,1,0,0,0,0,0,0,0,0
CLI_000122,41,H,celibataire,0,employe,Occitanie,31,2106.286716313477,32683.264737082518,0,1,1,8,1424.2067731374173,19,0.6793046484826265,0,1,0,0,0,0,0,0,0,0
CLI_000123,50,F,celibataire,2,cadre,Occitanie,21,4493.869271543362,166551.4350605834,1,1,1,27,1758.4352521433166,32,0.9295606289904768,1,1,0,0,0,0,0,0,0,0
CLI_000124,49,F,marie,4,ouvrier,IDF,189,1881.3559966629066,17052.610734214653,1,3,1,10,1846.6283132733158,41,0.8462062226320854,3,1,0,0,0,1,1,0,0,0
CLI_000125,33,F,celibataire,2,ouvrier,IDF,14,2403.406676969671,4485.46167019637,2,4,1,17,1239.3044014148777,20,0.9548665681285939,3,0,0,0,0,0,0,0,0,0
CLI_000126,34,F,marie,0,ouvrier,PACA,42,1989.5130449698288,485.17863260196015,2,4,1,28,2518.0170406652487,19,0.8681551585683459,1,1,0,0,0,0,0,0,1,0
CLI_000127,81,H,celibataire,3,employe,IDF,13,2453.791454718345,25006.52963573486,1,4,1,20,1311.3881404465774,33,0.6051886155021554,3,0,0,0,0,0,0,0,0,0
CLI_000128,45,F,marie,0,retraite,HDF,7,1736.8477150878216,27247.182028174928,0,3,1,4,1109.896495799633,39,1.1737884830469587,0,0,0,0,0,0,0,0,0,1
CLI_000129,35,H,marie,2,cadre,Autre,50,3090.255780185208,44124.75980275519,3,3,1,5,386.01197605227003,53,0.876899005425085,1,1,0,0,0,0,0,0,0,0
CLI_000130,50,F,marie,4,employe,HDF,105,2651.833049693014,5155.7135918459735,0,2,1,2,1736.3514531331296,33,0.8138539698350391,1,0,0,0,0,0,0,0,0,0
CLI_000131,41,F,veuf,2,retraite,ARA,53,2318.7825280785773,22985.435482442932,1,3,1,8,1682.0150570989656,21,0.8568015464585198,0,0,0,0,0,0,0,0,0,0
CLI_000132,34,H,veuf,3,employe,PACA,16,2609.9343719151966,2659.1123346046793,2,2,0,2,792.4485064643292,47,0.7350312973725058,1,0,0,0,0,1,0,0,0,1
CLI_000133,42,H,divorce,1,employe,IDF,26,2980.793943426321,33697.17987874243,0,3,0,14,0.0,36,0.9425370775583701,0,1,0,0,0,0,0,0,0,0
CLI_000134,33,F,celibataire,2,cadre,PACA,163,3650.258261683481,54845.63712112731,1,1,1,17,2354.4923627498565,15,0.5800302315425083,0,0,0,0,0,0,0,0,0,0
CLI_000135,48,F,veuf,0,retraite,PACA,78,2175.1157257823234,14175.007804869463,0,4,0,2,0.0,23,0.6604316340172064,1,2,0,0,0,0,0,0,0,0
CLI_000136,51,H,divorce,0,employe,IDF,45,2601.3495550239995,13902.19235767871,1,2,1,4,0.0,5,0.691240840408012,4,3,0,0,0,0,0,0,0,0
CLI_000137,42,F,marie,0,retraite,Autre,65,1294.98834807287,17231.20221710766,1,4,1,27,3001.5011083438008,22,0.9085984464207867,0,0,1,0,0,0,0,0,0,0
CLI_000138,62,F,marie,0,ouvrier,IDF,34,3203.579517268319,1720.8093399374409,1,3,1,14,1514.9425340026703,15,0.623067334593225,0,1,0,0,0,0,0,0,0,0
CLI_000139,51,F,marie,1,retraite,ARA,27,1969.7576610482326,1993.405668130629,1,2,1,7,945.7422185285803,63,0.9229591986772079,3,1,0,1,0,0,0,0,0,0
CLI_000140,62,H,marie,0,ouvrier,PACA,11,1638.6535301402166,4031.351957409549,0,3,1,14,89.09886864316209,21,0.6263961369935707,4,0,0,0,0,0,0,0,0,0
CLI_000141,50,F,celibataire,1,employe,ARA,7,3671.1963353039337,11989.685732168888,0,3,1,0,2389.270833205414,46,0.7424620153070728,0,0,0,0,0,0,0,0,0,0
CLI_000142,48,H,marie,1,ouvrier,IDF,94,3117.231019245146,17246.358973091385,2,4,1,21,484.68173880556975,0,0.8046050314832003,0,3,0,0,0,0,0,0,0,0
CLI_000143,18,H,veuf,1,cadre,PACA,55,5825.775618169406,90153.43038873721,1,5,1,12,2041.9682010593738,44,0.6764513067900558,0,0,0,0,0,0,0,0,0,0
CLI_000144,65,H,marie,1,retraite,Occitanie,36,1871.0592352240753,13618.818537597264,0,2,1,19,2560.7136831654902,11,0.8355048643186082,0,1,0,0,0,0,0,0,0,0
CLI_000145,56,F,marie,0,employe,IDF,18,3885.3964460667107,13686.70207614009,0,5,1,1,485.72879779967246,5,0.9398502057585073,1,1,0,0,0,0,1,0,0,0
CLI_000146,25,H,celibataire,2,employe,HDF,33,2546.493909796876,69755.25284439223,0,3,1,21,2130.0012649724767,38,0.5636011458741529,1,0,0,0,0,0,0,0,0,0
CLI_000147,46,H,marie,1,cadre,HDF,34,7330.056669652052,210810.96562526253,1,4,0,2,1881.8485424196883,26,0.5831132447693781,2,1,0,0,0,0,0,0,0,0
CLI_000148,52,F,veuf,0,profession_liberale,IDF,83,6428.5496579078435,190990.1088295138,0,3,0,0,712.8084402737702,30,0.7125391787519882,0,0,0,0,0,0,0,0,0,0
